2026-08-08 05:41:31 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Audio Analysis Agent
2026-08-08 05:57:30 | WARNING  | deepfake_agentic:_load_model:25 - [Lip Sync Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 05:57:30 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Motion Analysis Agent
2026-08-08 05:57:30 | WARNING  | deepfake_agentic:_load_model:25 - [Motion Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 05:57:30 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Metadata Analysis Agent
2026-08-08 06:52:33 | WARNING  | deepfake_agentic:analyze_media:116 - Validation error during upload: Unsupported file type: .png
2026-08-08 06:52:40 | WARNING  | deepfake_agentic:analyze_media:116 - Validation error during upload: Unsupported file type: .png
2026-08-08 06:57:37 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Face Analysis Agent
2026-08-08 06:57:37 | WARNING  | deepfake_agentic:_load_model:28 - [Face Analysis Agent] Model path not provided or found. Running in heuristic/mock fallback mode.
2026-08-08 06:57:37 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Audio Analysis Agent
2026-08-08 06:57:37 | WARNING  | deepfake_agentic:_load_model:27 - [Audio Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 06:57:37 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Lip Sync Agent
2026-08-08 06:57:37 | WARNING  | deepfake_agentic:_load_model:25 - [Lip Sync Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 06:57:37 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Motion Analysis Agent
2026-08-08 06:57:37 | WARNING  | deepfake_agentic:_load_model:25 - [Motion Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 06:57:37 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Metadata Analysis Agent
2026-08-08 06:58:06 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Face Analysis Agent
2026-08-08 06:58:06 | WARNING  | deepfake_agentic:_load_model:28 - [Face Analysis Agent] Model path not provided or found. Running in heuristic/mock fallback mode.
2026-08-08 06:58:06 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Audio Analysis Agent
2026-08-08 06:58:06 | WARNING  | deepfake_agentic:_load_model:27 - [Audio Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 06:58:06 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Lip Sync Agent
2026-08-08 06:58:06 | WARNING  | deepfake_agentic:_load_model:25 - [Lip Sync Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 06:58:06 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Motion Analysis Agent
2026-08-08 06:58:06 | WARNING  | deepfake_agentic:_load_model:25 - [Motion Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 06:58:06 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Metadata Analysis Agent
2026-08-08 06:58:06 | INFO     | deepfake_agentic:<module>:99 - Starting Equilizer FastAPI server on http://127.0.0.1:8000
2026-08-08 06:58:07 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Face Analysis Agent
2026-08-08 06:58:07 | WARNING  | deepfake_agentic:_load_model:28 - [Face Analysis Agent] Model path not provided or found. Running in heuristic/mock fallback mode.
2026-08-08 06:58:07 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Audio Analysis Agent
2026-08-08 06:58:07 | WARNING  | deepfake_agentic:_load_model:27 - [Audio Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 06:58:07 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Lip Sync Agent
2026-08-08 06:58:07 | WARNING  | deepfake_agentic:_load_model:25 - [Lip Sync Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 06:58:07 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Motion Analysis Agent
2026-08-08 06:58:07 | WARNING  | deepfake_agentic:_load_model:25 - [Motion Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 06:58:07 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Metadata Analysis Agent
2026-08-08 06:58:47 | DEBUG    | deepfake_agentic:create_job_directory:88 - Created job directory: D:\apps\Equilizer\nandakishor\backend\uploads\db5b2620-d318-4cf9-bd12-a1fc25a410ea
2026-08-08 06:58:47 | INFO     | deepfake_agentic:save_uploaded_stream:166 - Streamed upload saved | Job ID: db5b2620-d318-4cf9-bd12-a1fc25a410ea | Path: D:\apps\Equilizer\nandakishor\backend\uploads\db5b2620-d318-4cf9-bd12-a1fc25a410ea\source_media.mp4
2026-08-08 06:58:47 | INFO     | deepfake_agentic:process:25 - Starting media processing for: source_media.mp4
2026-08-08 06:58:54 | INFO     | deepfake_agentic:extract_frames:68 - Extracted 14 frames from source_media.mp4 (Total Frames: 734, Step: 55)
2026-08-08 06:58:54 | WARNING  | deepfake_agentic:extract_audio_from_video:60 - Audio extraction via FFmpeg skipped or failed: [WinError 2] The system cannot find the file specified
2026-08-08 06:58:54 | INFO     | deepfake_agentic:process:53 - Video processing finished | Frames: 14 | Has Audio: False
2026-08-08 06:58:54 | INFO     | deepfake_agentic:analyze_media:50 - [Coordinator] Dispatching agents for parallel execution...
2026-08-08 06:58:54 | INFO     | deepfake_agentic:analyze:46 - [Face Analysis Agent] Analyzing 14 frames for face artifacts...
2026-08-08 06:58:54 | INFO     | deepfake_agentic:analyze:42 - [Motion Analysis Agent] Analyzing motion continuity across 14 frames...
2026-08-08 06:58:54 | INFO     | deepfake_agentic:analyze:32 - [Metadata Analysis Agent] Inspecting container metadata for: source_media.mp4
2026-08-08 06:58:54 | ERROR    | deepfake_agentic:_run_agent_async:33 - Execution error in Face Analysis Agent: module 'cv2' has no attribute 'CascadeClassifier'
2026-08-08 06:58:54 | WARNING  | deepfake_agentic:aggregate:46 - [Fusion] Skipping Face Analysis Agent due to error: Uncaught agent exception: module 'cv2' has no attribute 'CascadeClassifier'
2026-08-08 06:58:54 | INFO     | deepfake_agentic:aggregate:86 - [Fusion] Aggregated Verdict: REAL (Score: 0.1366, Conf: 0.48)
2026-08-08 06:58:54 | INFO     | deepfake_agentic:analyze_media:108 - Report persisted successfully: D:\apps\Equilizer\nandakishor\backend\reports\db5b2620-d318-4cf9-bd12-a1fc25a410ea_report.json
2026-08-08 06:58:54 | INFO     | deepfake_agentic:cleanup_job_directory:191 - Cleaned up job directory: D:\apps\Equilizer\nandakishor\backend\uploads\db5b2620-d318-4cf9-bd12-a1fc25a410ea
2026-08-08 07:27:17 | DEBUG    | deepfake_agentic:create_job_directory:88 - Created job directory: D:\apps\Equilizer\nandakishor\backend\uploads\53c65691-8d35-4ffc-afe3-7fbc4c60d40b
2026-08-08 07:27:17 | INFO     | deepfake_agentic:save_uploaded_stream:166 - Streamed upload saved | Job ID: 53c65691-8d35-4ffc-afe3-7fbc4c60d40b | Path: D:\apps\Equilizer\nandakishor\backend\uploads\53c65691-8d35-4ffc-afe3-7fbc4c60d40b\source_media.mp4
2026-08-08 07:27:17 | INFO     | deepfake_agentic:process:25 - Starting media processing for: source_media.mp4
2026-08-08 07:27:25 | INFO     | deepfake_agentic:extract_frames:68 - Extracted 14 frames from source_media.mp4 (Total Frames: 744, Step: 57)
2026-08-08 07:27:25 | WARNING  | deepfake_agentic:extract_audio_from_video:60 - Audio extraction via FFmpeg skipped or failed: [WinError 2] The system cannot find the file specified
2026-08-08 07:27:25 | INFO     | deepfake_agentic:process:53 - Video processing finished | Frames: 14 | Has Audio: False
2026-08-08 07:27:25 | INFO     | deepfake_agentic:analyze_media:50 - [Coordinator] Dispatching agents for parallel execution...
2026-08-08 07:27:25 | INFO     | deepfake_agentic:analyze:46 - [Face Analysis Agent] Analyzing 14 frames for face artifacts...
2026-08-08 07:27:25 | INFO     | deepfake_agentic:analyze:42 - [Motion Analysis Agent] Analyzing motion continuity across 14 frames...
2026-08-08 07:27:25 | INFO     | deepfake_agentic:analyze:32 - [Metadata Analysis Agent] Inspecting container metadata for: source_media.mp4
2026-08-08 07:27:25 | ERROR    | deepfake_agentic:_run_agent_async:33 - Execution error in Face Analysis Agent: module 'cv2' has no attribute 'CascadeClassifier'
2026-08-08 07:27:25 | WARNING  | deepfake_agentic:aggregate:46 - [Fusion] Skipping Face Analysis Agent due to error: Uncaught agent exception: module 'cv2' has no attribute 'CascadeClassifier'
2026-08-08 07:27:25 | INFO     | deepfake_agentic:aggregate:86 - [Fusion] Aggregated Verdict: REAL (Score: 0.1366, Conf: 0.48)
2026-08-08 07:27:25 | INFO     | deepfake_agentic:analyze_media:108 - Report persisted successfully: D:\apps\Equilizer\nandakishor\backend\reports\53c65691-8d35-4ffc-afe3-7fbc4c60d40b_report.json
2026-08-08 07:27:25 | INFO     | deepfake_agentic:cleanup_job_directory:191 - Cleaned up job directory: D:\apps\Equilizer\nandakishor\backend\uploads\53c65691-8d35-4ffc-afe3-7fbc4c60d40b
2026-08-08 07:38:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Face Analysis Agent
2026-08-08 07:38:05 | WARNING  | deepfake_agentic:_load_model:28 - [Face Analysis Agent] Model path not provided or found. Running in heuristic/mock fallback mode.
2026-08-08 07:38:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Audio Analysis Agent
2026-08-08 07:38:05 | WARNING  | deepfake_agentic:_load_model:27 - [Audio Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 07:38:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Lip Sync Agent
2026-08-08 07:38:05 | WARNING  | deepfake_agentic:_load_model:25 - [Lip Sync Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 07:38:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Motion Analysis Agent
2026-08-08 07:38:05 | WARNING  | deepfake_agentic:_load_model:25 - [Motion Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 07:38:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Metadata Analysis Agent
2026-08-08 07:38:05 | INFO     | deepfake_agentic:<module>:99 - Starting Equilizer FastAPI server on http://127.0.0.1:8000
2026-08-08 07:38:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Face Analysis Agent
2026-08-08 07:38:05 | WARNING  | deepfake_agentic:_load_model:28 - [Face Analysis Agent] Model path not provided or found. Running in heuristic/mock fallback mode.
2026-08-08 07:38:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Audio Analysis Agent
2026-08-08 07:38:05 | WARNING  | deepfake_agentic:_load_model:27 - [Audio Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 07:38:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Lip Sync Agent
2026-08-08 07:38:05 | WARNING  | deepfake_agentic:_load_model:25 - [Lip Sync Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 07:38:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Motion Analysis Agent
2026-08-08 07:38:05 | WARNING  | deepfake_agentic:_load_model:25 - [Motion Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 07:38:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Metadata Analysis Agent
2026-08-08 07:38:25 | DEBUG    | deepfake_agentic:create_job_directory:88 - Created job directory: D:\apps\Equilizer\nandakishor\backend\uploads\e5c10d29-935f-4e68-906c-2106b7715e58
2026-08-08 07:38:25 | INFO     | deepfake_agentic:save_uploaded_stream:166 - Streamed upload saved | Job ID: e5c10d29-935f-4e68-906c-2106b7715e58 | Path: D:\apps\Equilizer\nandakishor\backend\uploads\e5c10d29-935f-4e68-906c-2106b7715e58\source_media.mp4
2026-08-08 07:38:25 | INFO     | deepfake_agentic:process:25 - Starting media processing for: source_media.mp4
2026-08-08 07:38:31 | INFO     | deepfake_agentic:extract_frames:68 - Extracted 14 frames from source_media.mp4 (Total Frames: 734, Step: 55)
2026-08-08 07:38:31 | WARNING  | deepfake_agentic:extract_audio_from_video:60 - Audio extraction via FFmpeg skipped or failed: [WinError 2] The system cannot find the file specified
2026-08-08 07:38:31 | INFO     | deepfake_agentic:process:53 - Video processing finished | Frames: 14 | Has Audio: False
2026-08-08 07:38:31 | INFO     | deepfake_agentic:analyze_media:50 - [Coordinator] Dispatching agents for parallel execution...
2026-08-08 07:38:31 | INFO     | deepfake_agentic:analyze:46 - [Face Analysis Agent] Analyzing 14 frames for face artifacts...
2026-08-08 07:38:31 | INFO     | deepfake_agentic:analyze:42 - [Motion Analysis Agent] Analyzing motion continuity across 14 frames...
2026-08-08 07:38:31 | INFO     | deepfake_agentic:analyze:32 - [Metadata Analysis Agent] Inspecting container metadata for: source_media.mp4
2026-08-08 07:38:31 | ERROR    | deepfake_agentic:_run_agent_async:33 - Execution error in Face Analysis Agent: module 'cv2' has no attribute 'CascadeClassifier'
2026-08-08 07:38:31 | WARNING  | deepfake_agentic:aggregate:46 - [Fusion] Skipping Face Analysis Agent due to error: Uncaught agent exception: module 'cv2' has no attribute 'CascadeClassifier'
2026-08-08 07:38:31 | INFO     | deepfake_agentic:aggregate:86 - [Fusion] Aggregated Verdict: REAL (Score: 0.1366, Conf: 0.48)
2026-08-08 07:38:31 | INFO     | deepfake_agentic:analyze_media:108 - Report persisted successfully: D:\apps\Equilizer\nandakishor\backend\reports\e5c10d29-935f-4e68-906c-2106b7715e58_report.json
2026-08-08 07:38:31 | INFO     | deepfake_agentic:cleanup_job_directory:191 - Cleaned up job directory: D:\apps\Equilizer\nandakishor\backend\uploads\e5c10d29-935f-4e68-906c-2106b7715e58
2026-08-08 08:13:54 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Face Analysis Agent
2026-08-08 08:13:54 | WARNING  | deepfake_agentic:_load_model:28 - [Face Analysis Agent] Model path not provided or found. Running in heuristic/mock fallback mode.
2026-08-08 08:13:54 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Audio Analysis Agent
2026-08-08 08:13:54 | WARNING  | deepfake_agentic:_load_model:27 - [Audio Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 08:13:54 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Lip Sync Agent
2026-08-08 08:13:54 | WARNING  | deepfake_agentic:_load_model:25 - [Lip Sync Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 08:13:54 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Motion Analysis Agent
2026-08-08 08:13:54 | WARNING  | deepfake_agentic:_load_model:25 - [Motion Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 08:13:54 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Metadata Analysis Agent
2026-08-08 08:13:54 | INFO     | deepfake_agentic:<module>:99 - Starting Equilizer FastAPI server on http://127.0.0.1:8000
2026-08-08 08:13:54 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Face Analysis Agent
2026-08-08 08:13:54 | WARNING  | deepfake_agentic:_load_model:28 - [Face Analysis Agent] Model path not provided or found. Running in heuristic/mock fallback mode.
2026-08-08 08:13:54 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Audio Analysis Agent
2026-08-08 08:13:54 | WARNING  | deepfake_agentic:_load_model:27 - [Audio Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 08:13:54 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Lip Sync Agent
2026-08-08 08:13:54 | WARNING  | deepfake_agentic:_load_model:25 - [Lip Sync Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 08:13:54 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Motion Analysis Agent
2026-08-08 08:13:54 | WARNING  | deepfake_agentic:_load_model:25 - [Motion Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 08:13:54 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Metadata Analysis Agent
2026-08-08 08:16:25 | DEBUG    | deepfake_agentic:create_job_directory:88 - Created job directory: D:\apps\Equilizer\nandakishor\backend\uploads\72b05f7c-a94e-48d4-af31-ddb51c2f5d03
2026-08-08 08:16:25 | INFO     | deepfake_agentic:save_uploaded_stream:166 - Streamed upload saved | Job ID: 72b05f7c-a94e-48d4-af31-ddb51c2f5d03 | Path: D:\apps\Equilizer\nandakishor\backend\uploads\72b05f7c-a94e-48d4-af31-ddb51c2f5d03\source_media.mp4
2026-08-08 08:16:25 | INFO     | deepfake_agentic:process:25 - Starting media processing for: source_media.mp4
2026-08-08 08:16:27 | INFO     | deepfake_agentic:extract_frames:68 - Extracted 7 frames from source_media.mp4 (Total Frames: 205, Step: 30)
2026-08-08 08:16:27 | WARNING  | deepfake_agentic:extract_audio_from_video:60 - Audio extraction via FFmpeg skipped or failed: [WinError 2] The system cannot find the file specified
2026-08-08 08:16:27 | INFO     | deepfake_agentic:process:53 - Video processing finished | Frames: 7 | Has Audio: False
2026-08-08 08:16:27 | INFO     | deepfake_agentic:analyze_media:50 - [Coordinator] Dispatching agents for parallel execution...
2026-08-08 08:16:27 | INFO     | deepfake_agentic:analyze:46 - [Face Analysis Agent] Analyzing 7 frames for face artifacts...
2026-08-08 08:16:27 | INFO     | deepfake_agentic:analyze:42 - [Motion Analysis Agent] Analyzing motion continuity across 7 frames...
2026-08-08 08:16:27 | INFO     | deepfake_agentic:analyze:32 - [Metadata Analysis Agent] Inspecting container metadata for: source_media.mp4
2026-08-08 08:16:27 | ERROR    | deepfake_agentic:_run_agent_async:33 - Execution error in Face Analysis Agent: module 'cv2' has no attribute 'CascadeClassifier'
2026-08-08 08:16:27 | WARNING  | deepfake_agentic:aggregate:46 - [Fusion] Skipping Face Analysis Agent due to error: Uncaught agent exception: module 'cv2' has no attribute 'CascadeClassifier'
2026-08-08 08:16:27 | INFO     | deepfake_agentic:aggregate:86 - [Fusion] Aggregated Verdict: REAL (Score: 0.1366, Conf: 0.48)
2026-08-08 08:16:27 | INFO     | deepfake_agentic:analyze_media:108 - Report persisted successfully: D:\apps\Equilizer\nandakishor\backend\reports\72b05f7c-a94e-48d4-af31-ddb51c2f5d03_report.json
2026-08-08 08:16:27 | INFO     | deepfake_agentic:cleanup_job_directory:191 - Cleaned up job directory: D:\apps\Equilizer\nandakishor\backend\uploads\72b05f7c-a94e-48d4-af31-ddb51c2f5d03
2026-08-08 08:19:43 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Face Analysis Agent
2026-08-08 08:19:43 | WARNING  | deepfake_agentic:_load_model:28 - [Face Analysis Agent] Model path not provided or found. Running in heuristic/mock fallback mode.
2026-08-08 08:19:43 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Audio Analysis Agent
2026-08-08 08:19:43 | WARNING  | deepfake_agentic:_load_model:27 - [Audio Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 08:19:43 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Lip Sync Agent
2026-08-08 08:19:43 | WARNING  | deepfake_agentic:_load_model:25 - [Lip Sync Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 08:19:43 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Motion Analysis Agent
2026-08-08 08:19:43 | WARNING  | deepfake_agentic:_load_model:25 - [Motion Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 08:19:43 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Metadata Analysis Agent
2026-08-08 08:19:52 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Face Analysis Agent
2026-08-08 08:19:52 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Audio Analysis Agent
2026-08-08 08:19:52 | WARNING  | deepfake_agentic:_load_model:27 - [Audio Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 08:19:52 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Lip Sync Agent
2026-08-08 08:19:52 | WARNING  | deepfake_agentic:_load_model:25 - [Lip Sync Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 08:19:52 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Motion Analysis Agent
2026-08-08 08:19:52 | WARNING  | deepfake_agentic:_load_model:25 - [Motion Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 08:19:52 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Metadata Analysis Agent
2026-08-08 08:20:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Face Analysis Agent
2026-08-08 08:20:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Audio Analysis Agent
2026-08-08 08:20:05 | WARNING  | deepfake_agentic:_load_model:27 - [Audio Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 08:20:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Lip Sync Agent
2026-08-08 08:20:05 | WARNING  | deepfake_agentic:_load_model:25 - [Lip Sync Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 08:20:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Motion Analysis Agent
2026-08-08 08:20:05 | WARNING  | deepfake_agentic:_load_model:25 - [Motion Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 08:20:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Metadata Analysis Agent
2026-08-08 08:20:05 | INFO     | deepfake_agentic:<module>:99 - Starting Equilizer FastAPI server on http://127.0.0.1:8000
2026-08-08 08:20:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Face Analysis Agent
2026-08-08 08:20:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Audio Analysis Agent
2026-08-08 08:20:05 | WARNING  | deepfake_agentic:_load_model:27 - [Audio Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 08:20:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Lip Sync Agent
2026-08-08 08:20:05 | WARNING  | deepfake_agentic:_load_model:25 - [Lip Sync Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 08:20:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Motion Analysis Agent
2026-08-08 08:20:05 | WARNING  | deepfake_agentic:_load_model:25 - [Motion Analysis Agent] Model path not provided or found. Running in heuristic/fallback mode.
2026-08-08 08:20:05 | INFO     | deepfake_agentic:__init__:14 - Initialized agent: Metadata Analysis Agent
2026-08-08 08:20:19 | DEBUG    | deepfake_agentic:create_job_directory:88 - Created job directory: D:\apps\Equilizer\nandakishor\backend\uploads\96757e77-0b00-4cd5-806e-8925ad172706
2026-08-08 08:20:19 | INFO     | deepfake_agentic:save_uploaded_stream:166 - Streamed upload saved | Job ID: 96757e77-0b00-4cd5-806e-8925ad172706 | Path: D:\apps\Equilizer\nandakishor\backend\uploads\96757e77-0b00-4cd5-806e-8925ad172706\source_media.mp4
2026-08-08 08:20:19 | INFO     | deepfake_agentic:process:25 - Starting media processing for: source_media.mp4
2026-08-08 08:20:20 | INFO     | deepfake_agentic:extract_frames:68 - Extracted 7 frames from source_media.mp4 (Total Frames: 205, Step: 30)
2026-08-08 08:20:20 | WARNING  | deepfake_agentic:extract_audio_from_video:60 - Audio extraction via FFmpeg skipped or failed: [WinError 2] The system cannot find the file specified
